sale_date,product,category,region,quantity,amount,stock_quantity
2012-12-25,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,West,3,12.6,213
2012-12-25,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,East,2,414.96,142
2012-12-25,Xerox 1949,Office Supplies,West,2,9.96,119
2012-12-25,Xerox 227,Office Supplies,South,2,10.37,231
2012-12-25,Avery 474,Office Supplies,South,4,9.22,212
2012-12-25,Tuf-Vin Binders,Office Supplies,South,5,157.9,78
2012-12-26,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Central,3,275.06,213
2012-12-26,Staples,Office Supplies,East,5,22.2,115
2012-12-26,KI Adjustable-Height Table,Furniture,East,1,51.59,91
2012-12-26,Xerox 1906,Office Supplies,East,6,212.64,13
2012-12-27,Fellowes Super Stor/Drawer Files,Office Supplies,West,2,323.1,154
2012-12-27,Staples,Office Supplies,East,3,19.87,124
2012-12-27,Geemarc AmpliPOWER60,Technology,West,9,668.16,232
2012-12-27,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,East,9,1548.99,167
2012-12-27,Maxell CD-R Discs,Technology,South,3,4.73,57
2012-12-27,Plantronics HL10 Handset Lifter,Technology,Central,4,371.17,27
2012-12-27,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,South,7,72.74,25
2012-12-27,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,West,2,106.96,112
2012-12-27,"Global Fabric Manager's Chair, Dark Gray",Furniture,Central,3,212.06,190
2012-12-27,Xerox 1917,Office Supplies,Central,4,195.64,65
2012-12-27,Avery 497,Office Supplies,West,7,21.56,152
2012-12-27,Executive Impressions 14' Contract Wall Clock with Quartz Movement,Furniture,South,3,53.35,247
2012-12-27,Cisco SPA 502G IP Phone,Technology,Central,2,239.9,130
2012-12-27,Sterilite Show Offs Storage Containers,Office Supplies,Central,3,12.67,199
2012-12-27,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Central,3,532.4,43
2012-12-27,Maxell 4.7GB DVD-R 5/Pack,Technology,West,8,7.92,96
2012-12-27,#10-4 1/8' x 9 1/2' Premium Diagonal Seam Envelopes,Office Supplies,Central,9,113.33,41
2012-12-27,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,South,2,131.1,243
2012-12-27,Staples,Office Supplies,South,3,22.51,226
2012-12-27,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,East,2,355.96,5
2012-12-27,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,South,2,105.42,166
2012-12-27,Xerox 1950,Office Supplies,East,5,28.9,179
2012-12-28,Lenovo 17-Key USB Numeric Keypad,Technology,East,2,54.38,22
2012-12-28,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Central,2,24.82,88
2012-12-29,Acme Serrated Blade Letter Opener,Office Supplies,East,2,6.36,122
2012-12-30,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,West,3,74.94,177
2012-12-30,Cisco SPA 502G IP Phone,Technology,West,3,287.88,170
2012-12-30,Xerox 1929,Office Supplies,West,3,68.52,146
2012-12-30,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,West,3,271.44,196
2012-12-30,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,West,6,2548.56,50
2012-12-31,Ibico Hi-Tech Manual Binding System,Office Supplies,West,2,487.98,10
2012-12-31,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,South,4,60.64,247
2012-12-31,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Central,4,3.66,11
2012-12-31,Ibico Plastic Spiral Binding Combs,Office Supplies,South,12,364.8,73
2012-12-31,Stockwell Push Pins,Office Supplies,Central,2,3.49,7
2012-12-31,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Central,2,152.69,151
2012-12-31,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Central,5,14.76,219
2012-12-31,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Central,8,116.4,40
2012-12-31,Staples,Office Supplies,Central,2,5.89,163
2012-12-31,Tuf-Vin Binders,Office Supplies,South,3,94.74,228
2012-12-31,Aluminum Screw Posts,Office Supplies,South,5,76.3,84
2013-01-02,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,East,3,173.94,71
2013-01-02,GE 30522EE2,Technology,East,2,231.98,54
2013-01-03,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Central,7,1592.85,136
2013-01-03,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Central,3,165.6,46
2013-01-03,Recycled Steel Personal File for Hanging File Folders,Office Supplies,West,2,114.46,142
2013-01-03,Imation Clip USB flash drive - 8 GB,Technology,Central,2,30.08,175
2013-01-03,Storex Dura Pro Binders,Office Supplies,Central,2,11.88,237
2013-01-03,AT&T 17929 Lendline Telephone,Technology,Central,5,180.96,103
2013-01-04,Avery Arch Ring Binders,Office Supplies,East,6,104.58,209
2013-01-04,Newell 312,Office Supplies,East,1,4.67,41
2013-01-04,Hewlett Packard 310 Color Digital Copier,Technology,South,4,959.97,59
2013-01-05,Logitech MX Performance Wireless Mouse,Technology,South,6,191.47,211
2013-01-05,Newell 337,Office Supplies,South,2,5.25,197
2013-01-05,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,South,2,59.18,11
2013-01-07,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,West,1,34.58,129
2013-01-07,Executive Impressions 13' Clairmont Wall Clock,Furniture,Central,3,23.08,6
2013-01-07,Xerox 212,Office Supplies,Central,5,25.92,79
2013-01-08,Newell 319,Office Supplies,South,3,47.62,130
2013-01-08,Avaya 5410 Digital phone,Technology,South,2,108.78,108
2013-01-08,Plastic Binding Combs,Office Supplies,Central,7,106.05,2
2013-01-08,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Central,6,1565.88,26
2013-01-08,"XtraLife ClearVue Slant-D Ring Binder, White, 3'",Office Supplies,South,7,30.83,113
2013-01-09,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,West,5,349.95,106
2013-01-09,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,East,2,15.17,39
2013-01-09,netTALK DUO VoIP Telephone Service,Technology,West,9,377.93,229
2013-01-10,Logitech Media Keyboard K200,Technology,West,2,69.98,160
2013-01-10,"DAX Value U-Channel Document Frames, Easel Back",Furniture,West,5,24.85,219
2013-01-10,24-Hour Round Wall Clock,Furniture,West,4,79.92,128
2013-01-11,Ultra Door Push Plate,Furniture,East,14,54.99,246
2013-01-11,Xerox 2,Office Supplies,East,3,15.55,7
2013-01-11,Xerox 1935,Office Supplies,East,3,63.31,100
2013-01-11,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,East,2,15.59,159
2013-01-14,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,South,8,315.78,123
2013-01-14,Xerox 1882,Office Supplies,South,2,89.57,175
2013-01-15,Xerox 1893,Office Supplies,East,2,81.98,106
2013-01-15,Quality Park Security Envelopes,Office Supplies,East,2,52.34,100
2013-01-15,Bevis Round Bullnose 29' High Table Top,Furniture,East,1,181.8,3
2013-01-15,Logitech Gaming G510s - Keyboard,Technology,East,3,254.97,221
2013-01-15,American Pencil,Office Supplies,East,2,4.66,197
2013-01-15,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11' x 14-7/8'",Office Supplies,East,3,49.54,109
2013-01-15,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,East,4,16.52,245
2013-01-15,Xerox 1959,Office Supplies,East,9,60.12,18
2013-01-16,Wilson Jones Active Use Binders,Office Supplies,West,2,11.65,31
2013-01-16,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,West,3,90.57,136
2013-01-17,Logitech G19 Programmable Gaming Keyboard,Technology,East,3,371.97,11
2013-01-17,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,East,1,29.99,138
2013-01-17,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39' x 49'",Furniture,East,3,322.59,45
2013-01-17,First Data FD10 PIN Pad,Technology,South,4,316.0,118
2013-01-21,Global Super Steno Chair,Furniture,West,2,153.57,15
2013-01-21,Global Ergonomic Managers Chair,Furniture,West,7,1013.49,128
2013-01-22,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,South,4,451.14,62
2013-01-22,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,East,3,55.18,108
2013-01-22,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,East,4,26.34,118
2013-01-22,Avery 475,Office Supplies,West,3,44.4,244
2013-01-22,Bagged Rubber Bands,Office Supplies,East,6,7.56,20
2013-01-22,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,South,4,64.86,157
2013-01-22,Xerox 218,Office Supplies,West,2,12.96,12
2013-01-22,Eldon Pizzaz Desk Accessories,Furniture,South,8,14.27,161
2013-01-22,Panasonic Kx-TS550,Technology,East,4,110.38,3
2013-01-22,"Contract Clock, 14', Brown",Furniture,West,5,109.9,155
2013-01-22,Avery 476,Office Supplies,West,5,20.65,101
2013-01-23,4009 Highlighters,Office Supplies,East,6,8.04,249
2013-01-23,Logitech Wireless Marathon Mouse M705,Technology,East,2,99.98,222
2013-01-23,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,East,13,1564.29,58
2013-01-23,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,West,7,59.99,246
2013-01-24,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,South,4,31.36,127
2013-01-25,"Telephone Message Books with Fax/Mobile Section, 4 1/4' x 6'",Office Supplies,East,5,18.0,26
2013-01-25,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,East,3,9.21,68
2013-01-25,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,East,5,43.12,24
2013-01-25,Chromcraft Round Conference Tables,Furniture,East,3,313.72,130
2013-01-25,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,East,1,45.98,96
2013-01-25,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,East,7,428.68,195
2013-01-28,Newell 345,Office Supplies,West,2,39.68,24
2013-01-30,Heavy-Duty E-Z-D Binders,Office Supplies,West,2,17.46,147
2013-01-30,Global Deluxe High-Back Office Chair in Storm,Furniture,West,4,435.17,161
2013-01-30,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Furniture,Central,3,626.1,153
2013-01-30,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,West,1,48.58,125
2013-01-30,Avery Durable Binders,Office Supplies,Central,3,1.73,132
2013-01-30,Nokia Lumia 1020,Technology,Central,4,1439.97,226
2013-01-30,"File Shuttle II and Handi-File, Black",Office Supplies,West,9,305.01,188
2013-01-30,GBC Wire Binding Strips,Office Supplies,West,2,50.78,219
2013-01-30,Avery 512,Office Supplies,West,9,26.01,220
2013-01-30,Xerox 1943,Office Supplies,Central,4,156.51,8
2013-01-31,Staples,Office Supplies,East,2,23.36,115
2013-01-31,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,South,8,125.36,229
2013-01-31,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,South,1,1270.99,177
2013-01-31,AT&T 1080 Phone,Technology,West,1,109.59,133
2013-01-31,Staples,Office Supplies,West,5,56.7,210
2013-01-31,Xerox 1994,Office Supplies,Central,3,15.55,59
2013-02-01,Xerox 1883,Office Supplies,West,4,105.52,171
2013-02-01,X-Rack File for Hanging Folders,Office Supplies,South,5,56.45,120
2013-02-02,Acrylic Self-Standing Desk Frames,Furniture,South,7,18.69,138
2013-02-02,"Belkin 19' Center-Weighted Shelf, Gray",Office Supplies,East,2,117.96,193
2013-02-02,Presstex Flexible Ring Binders,Office Supplies,South,8,36.4,174
2013-02-02,HP Designjet T520 Inkjet Large Format Printer - 24' Color,Technology,South,5,8749.95,107
2013-02-02,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Central,2,73.78,107
2013-02-03,Hon Multipurpose Stacking Arm Chairs,Furniture,South,4,866.4,200
2013-02-04,AT&T 17929 Lendline Telephone,Technology,East,2,90.48,212
2013-02-04,Nu-Dell Float Frame 11 x 14 1/2,Furniture,West,2,14.37,215
2013-02-04,Safco Commercial Shelving,Office Supplies,West,2,93.02,225
2013-02-05,Chromcraft Round Conference Tables,Furniture,West,4,557.73,213
2013-02-05,"Fellowes Mobile File Cart, Black",Office Supplies,West,3,186.54,130
2013-02-05,Xerox 1943,Office Supplies,South,7,342.37,75
2013-02-05,"Belkin 19' Vented Equipment Shelf, Black",Office Supplies,South,3,154.44,219
2013-02-05,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,South,3,122.97,29
2013-02-05,Aastra 57i VoIP phone,Technology,South,3,484.83,217
2013-02-05,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,South,3,104.85,239
2013-02-05,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,South,2,167.96,20
2013-02-05,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,South,2,239.98,155
2013-02-05,Anker Astro 15000mAh USB Portable Charger,Technology,West,4,159.97,247
2013-02-05,Revere Boxed Rubber Bands by Revere,Office Supplies,South,5,9.45,217
2013-02-05,White Computer Printout Paper by Universal,Office Supplies,South,9,348.84,189
2013-02-05,Carina 42'Hx23 3/4'W Media Storage Unit,Office Supplies,South,1,80.98,160
2013-02-05,Avery 508,Office Supplies,West,3,14.73,212
2013-02-05,"Eldon 200 Class Desk Accessories, Black",Furniture,South,3,18.84,162
2013-02-06,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,South,4,132.22,179
2013-02-07,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,South,4,100.0,33
2013-02-07,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,South,3,7.83,40
2013-02-07,Motorola L703CM,Technology,West,5,623.96,50
2013-02-07,Xerox 1912,Office Supplies,East,2,30.35,174
2013-02-08,Harbour Creations Steel Folding Chair,Furniture,Central,4,241.5,81
2013-02-08,Samsung Galaxy S4 Mini,Technology,South,3,1127.98,57
2013-02-09,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,West,3,89.97,74
2013-02-09,Maxell 4.7GB DVD+RW 3/Pack,Technology,West,2,31.86,184
2013-02-11,Mediabridge Sport Armband iPhone 5s,Technology,Central,7,69.93,22
2013-02-12,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,South,4,15.92,175
2013-02-12,Tennsco Double-Tier Lockers,Office Supplies,South,6,1350.12,127
2013-02-13,Tops Green Bar Computer Printout Paper,Office Supplies,West,3,146.82,149
2013-02-14,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,East,1,4.77,16
2013-02-14,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,South,7,264.18,68
2013-02-14,Bevis Boat-Shaped Conference Table,Furniture,East,3,550.43,107
2013-02-14,Regeneration Desk Collection,Furniture,East,6,10.56,138
2013-02-14,Economy #2 Pencils,Office Supplies,East,3,7.98,93
2013-02-15,GBC DocuBind P100 Manual Binding Machine,Office Supplies,East,3,398.35,14
2013-02-15,Advantus Push Pins,Office Supplies,East,4,8.72,90
2013-02-16,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,East,3,326.65,162
2013-02-16,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Central,6,92.06,32
2013-02-16,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,East,3,89.97,211
2013-02-16,"Global Stack Chair with Arms, Black",Furniture,Central,3,62.96,124
2013-02-16,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Office Supplies,South,1,5.8,15
2013-02-16,Xerox 206,Office Supplies,Central,1,5.18,161
2013-02-16,Advantus Push Pins,Office Supplies,Central,4,6.98,65
2013-02-16,Hon Comfortask Task/Swivel Chairs,Furniture,East,2,227.96,226
2013-02-16,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,South,4,318.08,167
2013-02-19,Xerox 1880,Office Supplies,West,2,70.88,247
2013-02-19,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,East,3,25.71,155
2013-02-19,Staples,Office Supplies,East,3,8.67,46
2013-02-19,Executive Impressions 14' Contract Wall Clock,Furniture,East,2,44.46,166
2013-02-19,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,East,3,242.94,197
2013-02-20,Speediset Carbonless Redi-Letter 7' x 8 1/2',Office Supplies,South,2,16.5,200
2013-02-21,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,East,7,135.8,147
2013-02-21,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,South,3,3.76,123
2013-02-21,Standard Rollaway File with Lock,Office Supplies,South,3,432.46,0
2013-02-21,iOttie HLCRIO102 Car Mount,Technology,East,2,39.98,199
2013-02-21,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,West,7,31.25,246
2013-02-21,Fellowes Officeware Wire Shelving,Office Supplies,West,5,449.15,86
2013-02-21,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,West,4,18.56,127
2013-02-21,Avery Arch Ring Binders,Office Supplies,South,2,34.86,190
2013-02-21,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,East,3,296.37,66
2013-02-21,9-3/4 Diameter Round Wall Clock,Furniture,East,5,68.95,3
2013-02-21,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,West,1,12.99,185
2013-02-22,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Central,9,490.32,152
2013-02-22,AT&T 1070 Corded Phone,Technology,West,5,445.96,46
2013-02-22,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,West,3,10.65,37
2013-02-22,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,West,1,36.24,142
2013-02-23,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,East,3,57.58,190
2013-02-25,Staples,Office Supplies,East,5,46.72,20
2013-02-27,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,East,3,170.88,226
2013-02-27,DAX Two-Tone Silver Metal Document Frame,Furniture,Central,2,16.19,56
2013-02-27,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Central,3,56.82,116
2013-02-28,Staples,Office Supplies,East,6,36.48,180
2013-03-01,Newell 34,Office Supplies,East,7,111.1,45
2013-03-02,RCA ViSYS 25423RE1 Corded phone,Technology,West,2,159.98,243
2013-03-02,Ativa V4110MDD Micro-Cut Shredder,Technology,East,7,4899.93,141
2013-03-02,Chromcraft Round Conference Tables,Furniture,East,8,836.59,227
2013-03-02,Staples,Office Supplies,East,1,26.38,203
2013-03-02,Adjustable Depth Letter/Legal Cart,Office Supplies,East,2,362.92,144
2013-03-04,Executive Impressions 10' Spectator Wall Clock,Furniture,West,3,35.28,38
2013-03-04,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Central,5,563.43,136
2013-03-04,"Rediform Wirebound 'Phone Memo' Message Book, 11 x 5-3/4",Office Supplies,Central,7,42.78,98
2013-03-04,Plantronics Encore H101 Dual Earpieces Headset,Technology,Central,3,134.85,76
2013-03-04,"Office Impressions End Table, 20-1/2'H x 24'W x 20'D",Furniture,Central,3,637.9,206
2013-03-04,High Speed Automatic Electric Letter Opener,Office Supplies,Central,3,3930.07,209
2013-03-04,Xerox 194,Office Supplies,East,3,166.44,114
2013-03-04,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Central,7,41.72,224
2013-03-04,Canon PC170 Desktop Personal Copier,Technology,Central,3,287.91,133
2013-03-04,Elite 5' Scissors,Office Supplies,West,3,25.35,218
2013-03-04,GBC ProClick Punch Binding System,Office Supplies,East,7,447.86,150
2013-03-04,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Central,3,36.6,186
2013-03-04,Polycom VVX 310 VoIP phone,Technology,Central,3,431.98,90
2013-03-04,"Acco Banker's Clasps, 5 3/4'-Long",Office Supplies,Central,1,2.3,97
2013-03-04,Pyle PMP37LED,Technology,East,5,479.95,119
2013-03-05,Logitech G602 Wireless Gaming Mouse,Technology,East,2,159.98,45
2013-03-05,Green Canvas Binder for 8-1/2' x 14' Sheets,Office Supplies,Central,3,128.4,37
2013-03-05,Berol Giant Pencil Sharpener,Office Supplies,West,1,16.99,141
2013-03-05,Avery 518,Office Supplies,South,4,10.08,99
2013-03-06,Cameo Buff Policy Envelopes,Office Supplies,Central,3,149.35,244
2013-03-06,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Central,1,12.99,71
2013-03-07,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Central,3,2.33,189
2013-03-07,Bevis Rectangular Conference Tables,Furniture,Central,2,145.98,34
2013-03-07,Grandstream GXP1160 VoIP phone,Technology,East,3,68.24,146
2013-03-07,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Central,5,159.04,29
2013-03-07,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,East,1,2.04,77
2013-03-07,Peel & Stick Add-On Corner Pockets,Office Supplies,Central,4,1.73,83
2013-03-07,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,East,2,431.94,112
2013-03-08,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Central,3,21.07,24
2013-03-09,Coloredge Poster Frame,Furniture,East,8,113.6,167
2013-03-09,Cisco Unified IP Phone 7945G VoIP phone,Technology,South,5,1363.96,87
2013-03-09,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,South,3,102.36,13
2013-03-09,Xerox 1993,Office Supplies,East,2,12.96,153
2013-03-09,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Central,3,207.14,101
2013-03-09,Rubber Band Ball,Office Supplies,East,2,5.98,214
2013-03-09,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Central,9,8.86,149
2013-03-09,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Central,5,27.96,175
2013-03-09,Satellite Sectional Post Binders,Office Supplies,East,2,69.46,248
2013-03-09,Prang Drawing Pencil Set,Office Supplies,Central,5,13.9,82
2013-03-09,"Tyvek Interoffice Envelopes, 9 1/2' x 12 1/2', 100/Box",Office Supplies,Central,3,146.35,109
2013-03-09,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,West,3,9.7,178
2013-03-09,AT&T 17929 Lendline Telephone,Technology,East,4,108.58,130
2013-03-10,Microsoft Sculpt Comfort Mouse,Technology,East,5,199.75,169
2013-03-10,"Personal Folder Holder, Ebony",Office Supplies,East,1,11.21,18
2013-03-10,"Situations Contoured Folding Chairs, 4/Set",Furniture,East,5,354.9,200
2013-03-10,GBC Binding covers,Office Supplies,East,4,51.8,27
2013-03-10,Xerox 193,Office Supplies,East,3,17.94,211
2013-03-11,Rediform Voice Mail Log Books,Office Supplies,West,5,14.9,172
2013-03-11,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,East,1,176.78,70
2013-03-11,Kingston Digital DataTraveler 16GB USB 2.0,Technology,West,3,26.85,205
2013-03-11,Okidata MB760 Printer,Technology,West,3,3357.6,62
2013-03-11,Plantronics Audio 478 Stereo USB Headset,Technology,East,1,39.99,72
2013-03-11,Apple iPhone 5,Technology,West,8,4158.91,123
2013-03-11,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,West,1,104.7,118
2013-03-12,Executive Impressions 13' Clairmont Wall Clock,Furniture,South,4,76.92,120
2013-03-12,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,East,4,30.34,18
2013-03-12,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Central,2,45.98,174
2013-03-12,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Central,2,17.46,243
2013-03-12,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,South,4,481.32,141
2013-03-12,Chromcraft Round Conference Tables,Furniture,East,2,244.01,119
2013-03-13,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24' Deep, Sand",Office Supplies,West,5,676.55,165
2013-03-13,Hammermill Color Copier Paper (28Lb. and 96 Bright),Office Supplies,West,2,19.98,180
2013-03-13,Xerox 218,Office Supplies,South,2,12.96,60
2013-03-13,Staples,Office Supplies,East,3,29.34,163
2013-03-13,Security-Tint Envelopes,Office Supplies,West,4,30.56,167
2013-03-13,Euro-Pro Shark Turbo Vacuum,Office Supplies,West,5,154.9,208
2013-03-13,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,West,3,770.35,29
2013-03-14,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,West,5,157.92,8
2013-03-14,Howard Miller 14-1/2' Diameter Chrome Round Wall Clock,Furniture,South,2,127.88,63
2013-03-14,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,West,2,28.28,160
2013-03-14,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,South,4,46.0,119
2013-03-14,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,West,2,203.18,51
2013-03-14,Insertable Tab Indexes For Data Binders,Office Supplies,Central,2,1.27,88
2013-03-14,High Speed Automatic Electric Letter Opener,Office Supplies,West,3,4912.59,141
2013-03-14,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Central,5,70.08,202
2013-03-14,Hon Non-Folding Utility Tables,Furniture,Central,5,557.58,52
2013-03-14,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,South,2,160.32,226
2013-03-14,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,East,5,379.96,232
2013-03-14,Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,East,2,126.08,186
2013-03-14,GBC VeloBind Cover Sets,Office Supplies,East,5,23.16,77
2013-03-14,Polycom CX600 IP Phone VoIP phone,Technology,East,3,539.91,221
2013-03-14,Speediset Carbonless Redi-Letter 7' x 8 1/2',Office Supplies,East,5,41.24,40
2013-03-14,"SAFCO Commercial Wire Shelving, Black",Office Supplies,East,5,552.56,195
2013-03-14,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,East,1,51.9,67
2013-03-14,Okidata MB491 Multifunction Printer,Technology,East,3,449.1,219
2013-03-14,SAFCO Arco Folding Chair,Furniture,East,2,386.68,7
2013-03-14,Cardinal EasyOpen D-Ring Binders,Office Supplies,West,7,51.18,1
2013-03-15,Xerox 1993,Office Supplies,Central,1,5.18,104
2013-03-15,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,West,6,41.9,124
2013-03-15,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Central,7,145.54,109
2013-03-15,Advantus Panel Wall Acrylic Frame,Furniture,East,5,21.88,85
2013-03-15,Westinghouse Clip-On Gooseneck Lamps,Furniture,Central,2,16.74,168
